Mya_Kessler;Gigazoom;Nurse Practicioner;Tyoply Stan;05/28/1918;09/01/1938
Tate_Bruen;Eadel;VP Product Management;El Zapote;11/30/2013;10/10/2005
Zane;Chatterpoint;Staff Scientist;Kadubetara;07/17/1966;06/28/1969
Marge;Innojam;Developer I;La Soledad;01/12/2008;08/30/1984
David;Tagopia;Human Resources Manager;Llacanora;03/06/1922;01/12/1934
Krista_Kerluke;Eamia;Nuclear Power Engineer;Patong;08/06/1997;01/30/1979
Wava.Kerluke;Chatterbridge;Project Manager;Semang;01/11/1943;09/19/1935
Georgiana.Eichmann;Teklist;Automation Specialist I;Mutangyuan;05/27/1959;04/13/2014
Darrell_Gibson;Leenti;Geological Engineer;Ubon Ratchathani;10/04/1989;05/25/1937
Emmanuel_Hammes;Plajo;Statistician II;Anan;05/27/1977;09/09/1911
Sabryna.Kessler;Cogibox;Civil Engineer;Sipe Sipe;09/07/1933;02/11/1936
Waylon;Digitube;Chief Design Engineer;Kharp;01/23/1936;07/01/1917
Cameron.Daugherty;Roombo;Structural Analysis Engineer;Zhangjiahe;07/03/1959;08/02/1928
Price.Grady;Minyx;Database Administrator II;Tanjung Raja;04/16/1956;05/22/1959
Leola;Buzzdog;Electrical Engineer;Karangtalun;04/11/1943;10/12/1948
Etha.Hammes;Skinder;Account Representative III;La Soledad;02/14/1950;02/03/1915
Amparo;Brightbean;Desktop Support Technician;Qijiawan;08/06/2012;06/13/1972
Pietro;Rhynyx;Safety Technician III;Arraial do Cabo;03/16/1951;01/13/1931
Donny;Yakijo;Food Chemist;Licuan;07/20/1936;03/11/2015
Watson.Reinger;Meembee;Assistant Manager;Guanfang;08/16/1933;09/20/2003
Maida_Kovacek;Twinte;Social Worker;Payao;06/24/1965;03/23/1990
Sienna;Voonyx;Project Manager;La Soledad;08/21/1981;02/13/1934
Jessie.Kshlerin;Devpulse;Quality Control Specialist;La Soledad;07/05/2009;02/26/1983
Halle;Zoovu;Librarian;Banjar Pangkungkarung Kangin;12/26/1913;10/11/2001
Emile.Becker;Eire;Electrical Engineer;Tabu;08/01/1973;06/11/1923
Keeley;Demizz;Research Associate;Naples;09/24/1968;01/13/1928
Florencio.Olson;Brainverse;Director of Sales;Hor;04/18/1956;03/09/1962
Jackie;Skimia;Structural Engineer;Wulan Haye;07/04/1937;12/01/1952
Kayley_Heathcote;Kare;Developer III;La Soledad;02/29/2004;09/10/1994
Sienna.Vandervort;BlogXS;Accountant IV;La Soledad;04/12/1938;01/30/1912
Alexandra;Fliptune;Financial Advisor;La Soledad;10/25/1929;12/05/1911
Magali;Jabbersphere;Environmental Tech;La Soledad;06/19/1910;07/10/2011
Augusta.Veum;Browsetype;Financial Analyst;Tanjungbalai;05/02/1982;02/26/1927
Cynthia;Myworks;Financial Analyst;Santa Rita Aplaya;09/29/1916;09/27/1942
Gracie;Thoughtworks;Recruiting Manager;Yasynuvata;09/06/1948;07/27/1915
Prince.O'Reilly;Brainsphere;Librarian;Yasynuvata;08/20/1965;06/10/1981
Brigitte.Erdman;Livetube;GIS Technical Architect;Kotri;01/17/1940;11/24/1925
Kim_Gutkowski;Voomm;Web Designer II;Huayllati;12/30/1997;08/28/1910
Jaleel;Livetube;Nuclear Power Engineer;Bafilo;03/19/1912;03/08/1991
Allison.Morar;Katz;Programmer III;Damatulan;01/24/2015;03/11/1914
Anne_Stokes;Jazzy;Editor;Baguio;08/15/1920;12/29/1978
Virgil_Mills;Wordpedia;Community Outreach Specialist;Muraloka;02/18/1947;06/21/1933
Aaron;Topiczoom;Database Administrator III;Itabaiana;02/26/1935;05/18/1933
Morgan.Kerluke;Flipstorm;Junior Executive;Yasynuvata;10/29/1911;01/19/1995
Preston;Skimia;Environmental Tech;Yasynuvata;01/21/1924;01/30/1991
Kali.Quitzon;Fanoodle;Safety Technician I;Aranguren;08/11/1964;12/04/1999
Lewis;Brainbox;Dental Hygienist;Jenang Selatan;03/05/1992;08/01/1949
Gaylord;Teklist;Research Assistant III;Fria;03/02/2011;06/28/1983
Junius;Tagcat;Nurse Practicioner;Castanheira;03/30/1939;07/25/1964
Rafael_DuBuque;Photospace;Account Coordinator;Yasynuvata;12/21/1919;11/26/1914
Haven.McLaughlin;Twitterworks;Quality Engineer;Tangjin;01/17/1929;02/12/1992
Savannah_Heidenreich;Kaymbo;Senior Developer;Pyskowice;03/29/1928;03/15/1950
Myra.Harber;Rhyloo;Accountant III;Yasynuvata;08/14/1967;05/31/2004
Mattie;Brightdog;Civil Engineer;Ekasapta;10/12/1940;08/28/1954
Rhea;Realmix;Registered Nurse;Coihaique;05/07/2011;08/14/1942
Godfrey;Skinder;Chief Design Engineer;Yasynuvata;11/24/1986;09/05/1958
Leonard.Schiller;Jazzy;Actuary;Urazovka;04/24/1960;05/15/1966
Melissa;Vinte;Staff Scientist;Wuqu;12/01/1910;05/07/2011
Helena.Koss;Podcat;Registered Nurse;Yasynuvata;11/29/1913;01/07/1941
Derick;Izio;Librarian;Reims;05/12/1953;03/23/1991
Monserrate;Einti;Occupational Therapist;Katsina-Ala;11/28/1976;03/10/1928
Magnolia.Lindgren;Skipfire;Computer Systems Analyst IV;Katsina-Ala;07/05/1955;06/23/1976
Jaden;Eamia;Legal Assistant;Moog;08/19/2012;10/15/2009
Leatha;Innotype;Chemical Engineer;Ndom;03/15/2005;11/27/1962
Jaylin;Quimba;Professor;Yasynuvata;11/24/2001;01/22/1954
Barney;Vimbo;Director of Sales;Saba Yoi;08/01/2006;02/12/1923
Carroll.Hirthe;Topicblab;Executive Secretary;Gennevilliers;04/14/1913;04/04/1998
Demarco_Kerluke;Jabbertype;Actuary;Yasynuvata;02/09/1936;06/27/1911
Lorine.Simonis;Demimbu;Editor;Canaman;02/12/1934;04/01/1911
Weldon;Vinder;Computer Systems Analyst II;Bourgoin-Jallieu;05/23/1925;07/11/1997
Cesar.Hansen;Topicblab;Programmer I;Waterloo;10/14/1933;04/13/1958
Furman_West;Feedspan;Occupational Therapist;Karangan;08/29/1980;09/03/1933
Cierra.Gorczany;Browsezoom;Operator;Ocho Rios;08/23/1972;03/30/1971
Jerel.Barrows;Myworks;Marketing Manager;Arbuzynka;07/19/1924;08/21/1911
Jeramie_Lehner;Demizz;Media Manager III;Aimin;05/02/1985;10/06/1935
Matt;Babbleset;Director of Sales;Takanabe;09/26/1924;11/16/1993
Justyn;Trilith;Account Representative I;Yasynuvata;10/03/1940;07/20/1961
Jon;Twiyo;Data Coordiator;Yasynuvata;04/03/1971;06/02/1956
Jadon_Quitzon;Kayveo;Assistant Manager;Dobryanka;12/15/1912;12/29/1973
Ervin;Shufflester;Senior Editor;Bunder;12/18/1964;12/18/2002
Tyrese_Koch;Flipbug;Recruiter;Chixi;08/20/2007;05/03/1923
Emiliano_Romaguera;Rhybox;Web Developer III;Chengshan;09/12/1932;04/27/1932
Bernice_Rogahn;Skiba;Software Engineer I;La Trinidad;05/27/1968;08/30/1932
Janessa_Daniel;Jayo;Project Manager;Choisy-le-Roi;10/25/1990;02/11/1998
Angelica;Edgetag;Analog Circuit Design manager;Pankshin;01/31/1926;06/03/1994
Boris.Zulauf;Kazio;Human Resources Manager;Yasynuvata;10/12/2013;06/14/1969
Keeley_Christiansen;Kwinu;Chief Design Engineer;Garibaldi;06/13/1969;10/03/1950
Wilfred.Reinger;Quatz;Senior Financial Analyst;Baoshui;08/22/1993;06/24/1986
Scot_Quigley;Gabspot;Speech Pathologist;Kotauneng;01/03/1980;07/16/1944
Guy.Hahn;Tagpad;Senior Financial Analyst;Qiuchuan;10/29/1913;07/14/1958
Buster;Jaloo;Executive Secretary;Yasynuvata;09/09/1973;02/21/1998
Dejuan;Tambee;Analyst Programmer;Yasynuvata;07/19/2004;06/17/1912
Jamir.Skiles;Bubblebox;Registered Nurse;Morden;05/10/1993;05/16/1938
Carli_Green;Tagcat;Human Resources Manager;Narita;11/22/1994;08/26/1977
Drake;Lazz;Environmental Specialist;Huajialing;12/22/2003;03/20/1982
Norwood.Mante;DabZ;Database Administrator IV;Yasynuvata;02/27/1953;05/03/2006
Gaetano.Gottlieb;Kamba;Senior Quality Engineer;Kirovsk;02/08/1978;11/06/1916
Mariela.Daniel;Livepath;Electrical Engineer;Malumfashi;01/05/1924;04/08/1911
Dianna;Brainsphere;VP Sales;Taguisa;06/25/1923;01/07/1937
Kayleigh_Schulist;Gabspot;Software Consultant;Santa Cruz;09/29/1915;11/20/1989
Jessie;Viva;Executive Secretary;Yasynuvata;05/29/1996;09/25/1955
Jannie.Klein;Jaxworks;Assistant Professor;Yasynuvata;03/04/1997;05/19/1928
Ike;Livepath;Civil Engineer;Parapat;01/11/1975;11/23/1995
Jerry.Ward;Eayo;Recruiting Manager;Yasynuvata;11/15/2000;08/08/1947
Jaeden_Kulas;Skyba;Internal Auditor;Malczyce;03/06/1971;03/20/1955
Carol;Vidoo;Clinical Specialist;Diveyevo;03/01/1932;09/04/1952
Jeanne_Russel;Kimia;Programmer II;Macon;01/09/1965;04/19/1968
Raquel_Greenholt;Tagpad;Health Coach IV;Fifi;10/13/1923;03/26/1999
Shany_Sauer;Wikibox;Safety Technician IV;Bauan;04/23/1982;04/22/1997
Kole.Littel;Feedfire;Media Manager III;Kamifukuoka;07/08/1934;11/27/2013
Wilton;Meembee;Legal Assistant;Taunggyi;08/04/1974;02/27/1983
Madeline.Bayer;Gabtype;Developer IV;Liulin;11/18/2009;04/21/1939
Elnora;Edgeify;Desktop Support Technician;Heiiyugou;08/21/1962;07/04/1979
Adaline_Lowe;Quimm;Nuclear Power Engineer;Yasynuvata;01/28/1978;08/16/1973
Evert_Sipes;Babbleset;Community Outreach Specialist;Yasynuvata;07/07/2011;08/22/1985
Remington;Katz;Developer II;Kondrovo;03/30/1970;08/24/1985
Nedra_Weimann;Buzzster;Legal Assistant;Mendoza;07/21/1951;09/30/1934
Felipa_Bechtelar;Mydo;Associate Professor;Hongsung;06/16/1977;02/18/2007
Virgie_Heller;Flipopia;Food Chemist;Wakema;10/08/1922;09/25/1972
Wallace;Photofeed;Internal Auditor;Gelatik;01/31/1968;10/05/2014
Kirstin.Cormier;Topicware;Web Developer III;Danyang;02/21/1948;05/18/1964
Ryleigh;Photofeed;Operator;Apuri;06/24/1949;06/20/2010
Brown;Voolith;Analyst Programmer;Turba;09/18/1998;07/30/1967
Gregory;Pixonyx;Community Outreach Specialist;Yasynuvata;12/29/1928;05/10/1933
Jacinto.Runolfsdottir;Livepath;GIS Technical Architect;Cahuanuyo;04/10/2006;10/20/1952
Kole;Yotz;Staff Accountant II;Slovenj Gradec;07/15/2012;01/29/2011
Charles;Twitterwire;Junior Executive;Ucluelet;01/12/1936;09/03/1940
Marco.Stark;Kazu;Desktop Support Technician;Yasynuvata;04/30/1958;10/25/2000
Blanche.Armstrong;Oyoba;Teacher;Atescatempa;06/07/2005;10/18/1948
Novella_Oberbrunner;Vimbo;Community Outreach Specialist;Jenang Selatan;04/30/1943;05/09/1979
Cierra_Schmeler;Pixoboo;Statistician I;Yasynuvata;09/26/1924;10/20/1970
Yadira;Aimbu;Environmental Specialist;Oslo;12/23/1937;09/02/1990
Crawford_Rodriguez;Realcube;Senior Sales Associate;Ngembo;10/30/1942;06/28/2013
Weston.Prohaska;Eidel;Help Desk Operator;Turba;03/02/1984;10/25/1996
Tianna.Abernathy;Rhybox;Professor;Turba;08/15/1926;06/05/1916
Kara;Photofeed;Accountant I;Tafraout;08/03/1986;02/13/1931
Kadin.Fahey;Skidoo;Teacher;Santa Catalina;09/08/1932;06/18/1947
Myrtle.Gibson;Kwimbee;Information Systems Manager;Yedogon;05/08/1985;08/29/1989
Maximo.Casper;Jaxbean;Food Chemist;Plandi;07/21/1931;04/03/1997
Willard.Schulist;Skivee;Paralegal;Tambac;01/19/1997;02/10/1927
Keira;Meevee;Food Chemist;Turba;12/09/1929;11/08/1979
Robin.Littel;Flashpoint;Marketing Assistant;Jepuro;05/25/1920;09/26/1979
Claudie;Youtags;Editor;Daduo;07/25/2002;09/12/1946
Hermina_Watsica;Gigabox;Staff Accountant III;Songshan;08/01/1915;10/17/1945
Jaydon;Kwimbee;Quality Engineer;Atocha;11/15/1980;05/13/1980
Alexa.Morar;Yozio;Accounting Assistant IV;Ambarita;10/16/1989;07/13/2000
Derek;Realcube;Health Coach IV;Baton Rouge;01/23/1971;04/07/2011
Maximillian.Ferry;Quaxo;Health Coach III;La Mesa;05/14/1938;08/12/2009
Brock;Photofeed;Actuary;Norfolk County;11/10/1915;08/14/1925
Sydnee;Skinder;Financial Analyst;Turba;06/30/1991;02/06/1999
Florida.Padberg;Linkbridge;Accounting Assistant IV;Bom Despacho;12/16/1961;05/31/1938
Faye.Miller;Twitterlist;Legal Assistant;La Caya;06/14/1940;01/27/1943
Ward;Topicshots;General Manager;Santa Anita;05/29/1915;05/29/2009
Judy;Browsetype;Programmer Analyst III;Bitin;05/15/1934;06/26/1981
Enrique;Buzzbean;Geologist II;Laoxialu;01/04/1987;02/05/1954
Demetris;Oyondu;Structural Engineer;Haolibao;04/02/2009;12/16/1919
Selena_Kiehn;Pixope;Geological Engineer;Benghazi;10/08/1933;02/25/1955
Elissa;Trudoo;Executive Secretary;Lyaskelya;08/17/1962;04/13/1992
Judah;Feedfire;Account Coordinator;Norzagaray;06/03/1975;05/09/2000
Cletus_McKenzie;Chatterbridge;Environmental Specialist;Turba;01/03/1933;10/04/1928
Rosamond;Zooveo;Research Nurse;Masaling;10/22/1926;10/12/1923
Ibrahim_Welch;Browsedrive;Senior Cost Accountant;Partenit;08/07/2014;03/11/1930
Louisa;Viva;Project Manager;Loacan;11/09/1964;01/22/2013
Keith;Flipstorm;Editor;Mayo;04/12/1977;02/15/1911
Chaya_Ebert;Cogibox;Assistant Media Planner;Pelem;10/06/1981;04/21/1970
Sandrine_Haag;Thoughtblab;Staff Accountant III;Turba;10/25/1947;12/25/2007
Noelia.Okuneva;Trudoo;Occupational Therapist;Santo Domingo;10/26/2008;06/08/1961
Evangeline.Torphy;Mudo;Nuclear Power Engineer;Tangdong;04/05/1964;01/19/1919
Dalton;Reallinks;VP Sales;Krajan Menggare;09/10/1999;05/20/1939
Krystina;Bubbletube;Structural Engineer;Fuxing;11/10/2010;10/05/1999
Rae_Veum;Mynte;VP Sales;Gornji Milanovac;07/05/1949;04/03/2011
Jocelyn_Medhurst;Dabjam;Structural Engineer;Turku;05/03/1966;12/28/1939
Amie.Mertz;Skiptube;Programmer IV;Knivsta;10/26/1990;01/07/2013
Juliana_Wilkinson;Izio;Chief Design Engineer;Libei;06/05/1925;10/09/1914
Marvin.Reinger;Oozz;Staff Scientist;Turba;05/28/1947;09/03/1932
Jolie;Youfeed;Financial Analyst;Nanxindian;03/27/2011;06/13/1941
Mortimer;Gigashots;Office Assistant IV;Dongshi;02/19/1962;01/05/1938
Dortha.Sipes;Oyondu;Pharmacist;Turba;08/20/1937;12/20/1971
Juliana_Wilkinson;Kwimbee;Account Executive;Turba;02/14/1926;01/26/1935
Imelda_Rath;Ozu;Quality Engineer;Sukadana;01/18/1942;03/20/2007
Cathrine;Twitterbeat;Human Resources Assistant III;Pukekohe East;08/04/2012;03/23/2002
Claudie;Oodoo;Developer IV;Shilovo;11/15/2013;08/11/1988
Emmanuel_Kuvalis;Ozu;Librarian;Oepula;07/13/1915;12/17/1934
Maryjane.Zemlak;Skipstorm;Sales Associate;Shibetsu;04/20/1952;04/01/1971
Geovanni;Dazzlesphere;Quality Engineer;Turba;10/22/1996;10/19/2009
Lexus;Skinte;Operator;Turba;07/23/1991;08/01/2006
Nels;Youbridge;Staff Accountant IV;Turba;11/22/1999;03/28/1974
Elisa;Lajo;Marketing Assistant;Turba;02/24/1988;05/27/2010
Onie_Crooks;Skippad;Structural Analysis Engineer;Kista;09/11/1988;04/23/1914
Elwin.Halvorson;Brainsphere;Help Desk Operator;Stockholm;04/19/1986;10/06/1924
Christy;Livefish;Marketing Manager;Qiying;01/19/2013;09/10/2006
Kelsie.Balistreri;Tanoodle;Help Desk Technician;Severo-Zadonsk;11/21/1980;07/03/1986
Kip.Gibson;Devshare;Desktop Support Technician;Turba;06/10/1968;05/08/1951
Sandrine.Cruickshank;Brainbox;Account Coordinator;Sobreira;11/03/1917;12/04/1922
Kylee;Fatz;Chemical Engineer;El Porvenir;04/25/1959;11/19/1928
Susan;Browsedrive;Engineer IV;Liangshuihe;08/02/2006;03/20/1973
Brice.Goodwin;Roodel;Graphic Designer;Alquerubim;08/04/1960;03/06/1922
Dan;Fatz;Pharmacist;Sidomulyo;06/25/1990;11/05/2006
Laisha.Ebert;Riffpedia;Recruiting Manager;Paris 15;11/06/1958;09/29/1985
Jedediah;Vipe;Speech Pathologist;Agboville;10/05/1956;04/23/1974
Gianni.Prosacco;Youspan;Office Assistant IV;Chepo;03/02/1962;12/31/1981
Destini.Kassulke;Katz;Food Chemist;Clarin;02/05/1914;06/08/1960
Quentin.Koelpin;Demizz;GIS Technical Architect;Balangonan;06/02/1960;06/10/1938
Jermey;Skyba;Research Nurse;Henglin;12/30/1975;02/06/1936
Reva;Flipopia;Analog Circuit Design manager;Rio de Moinhos;03/15/1913;07/24/1927
Ulices;Photofeed;Compensation Analyst;Phu Phiang;08/09/1972;07/16/1985
Fleta_Aufderhar;Quamba;Structural Engineer;Houyu;02/10/1995;06/21/1919
Reanna;Tambee;Cost Accountant;Rungis;10/23/1977;01/13/1972
Yadira.Renner;Linkbuzz;Senior Editor;Ploso;08/27/2003;05/24/1912
Alice;Devify;Associate Professor;Cihaladan;01/11/1996;07/21/1951
Ralph_Kshlerin;Rhyzio;Help Desk Operator;Tanahbeureum;01/03/2008;12/12/1993
Omari;Bubblebox;Financial Analyst;Hermosa;10/26/2001;01/25/2000
Austyn;Browsedrive;Senior Quality Engineer;Otradnyy;06/27/1917;08/15/1949
Oran;Yamia;Account Representative I;Takaka;07/06/2012;04/18/1938
Dameon_Purdy;Fliptune;Assistant Professor;Pushkin;03/23/1986;05/19/2008
Darren;Trupe;Operator;Velizh;10/14/1936;12/30/1968
Ferne_Abshire;Mybuzz;Desktop Support Technician;Ogoja;01/24/1950;05/21/1947
Yvonne.Koss;Zoovu;Electrical Engineer;Benisheikh;05/11/2006;06/05/1910
Whitney.Bechtelar;Blogspan;Account Executive;Linamon;02/17/1921;10/02/1985
D'angelo.Goldner;Zooxo;Nuclear Power Engineer;Dome;02/15/1944;05/19/1942
Doris;Mydeo;Web Developer I;Vratsa;12/04/1956;08/11/1916
Trace;Jabbersphere;Statistician IV;Cihaladan;02/11/1915;04/25/2013
Emiliano_Wunsch;Yakijo;Executive Secretary;Balogo;02/23/1965;09/06/1942
Maximillian_Emard;Browsecat;Programmer I;Gangtun;01/02/2008;01/28/2009
Adrien;Thoughtstorm;Human Resources Manager;Huangzhai;01/11/1931;11/15/1935
Ike_Conn;Thoughtstorm;Office Assistant III;Cihaladan;04/03/1978;02/03/1930
Mozell;Yakijo;Librarian;Nyagan;10/18/1945;01/02/1930
Ava.Bayer;Eidel;Biostatistician IV;Muarabadak;11/22/1933;03/28/1982
Lisa;Yakidoo;Teacher;Mocoa;08/04/1989;05/06/1972
Anjali;Myworks;Staff Scientist;Cihaladan;12/07/1927;10/24/1989
Ottilie_Nicolas;Flashset;Staff Scientist;Amsterdam Noord west;06/27/1919;04/21/2013
Herbert;Skajo;Occupational Therapist;Cihaladan;06/20/1910;02/24/1934
Brett;Skyba;Director of Sales;Cihaladan;02/25/1977;10/10/1956
Rose.Becker;Oyoba;Design Engineer;Cihaladan;10/09/1983;05/22/1967
Estel;Quimm;Engineer II;Chepo;02/19/1954;04/22/1981
Vernice_Hessel;Skimia;Technical Writer;Clonskeagh;04/01/1923;02/17/1929
Brad;Einti;Environmental Tech;Lishu;04/25/1998;11/08/1914
Mittie_Pfeffer;Cogilith;Account Coordinator;Xinbao;05/11/1963;03/24/1935
Therese_Mitchell;Oyope;Chemical Engineer;Changping;06/03/2004;10/16/1953
Camren;Kwimbee;Information Systems Manager;Gamboula;04/26/1957;06/23/1978
Nettie_Paucek;Fivechat;Analog Circuit Design manager;Langkap;12/04/1935;07/05/1937
Daniela;Gigazoom;Software Consultant;Santa Rosa;08/18/1964;02/01/1962
Wilber;JumpXS;Biostatistician IV;Obsharovka;03/03/1933;10/28/1973
Bobbie_Schowalter;Cogibox;Food Chemist;Kolokani;12/24/1930;09/09/1974
